channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
8388607,8388607,-6408254,-2338501,8302566,-7156803,-5917062,8384098,1404598430.128,0
8388607,8388607,-6406459,-2335555,8301523,-7155482,-5914193,8382946,1404598430.139,0
8388607,8388607,-6408285,-2337572,8302469,-7156532,-5916565,8383963,1404598430.142,0
8388607,8388607,-6407322,-2335972,8301915,-7155767,-5914902,8383355,1404598430.149,0
8388607,8388607,-6408620,-2337299,8302138,-7156021,-5916201,8383621,1404598430.155,0
8388607,8388607,-6409788,-2338912,8302779,-7156763,-5918041,8384306,1404598430.166,0
8388607,8388607,-6407216,-2334710,8301243,-7154801,-5913846,8382619,1404598430.17,0
8388607,8388607,-6410033,-2338400,8302556,-7156361,-5918271,8384056,1404598430.176,0
8388607,8388607,-6407489,-2334327,8301205,-7154596,-5914074,8382560,1404598430.183,0
8388607,8388607,-6408592,-2335481,8301544,-7155009,-5915655,8382935,1404598430.191,0
8388607,8388607,-6409991,-2337248,8302149,-7155684,-5917723,8383579,1404598430.198,0
8388607,8388607,-6409146,-2335437,8301461,-7154764,-5915619,8382834,1404598430.204,0
8388607,8388607,-6410804,-2337596,8302390,-7155816,-5918359,8383825,1404598430.211,0
8388607,8388607,-6409293,-2334741,8301443,-7154550,-5915401,8382779,1404598430.22,0
8388607,8388607,-6411549,-2337793,8302361,-7155692,-5918664,8383798,1404598430.228,0
8388607,8388607,-6410014,-2335290,8301491,-7154542,-5916319,8382829,1404598430.232,0
8388607,8388607,-6411520,-2336854,8302327,-7155441,-5918379,8383714,1404598430.24,0
8388607,8388607,-6410707,-2335353,8301901,-7154828,-5917022,8383233,1404598430.247,0
8388607,8388607,-6409866,-2333709,8301564,-7154314,-5915477,8382836,1404598430.255,0
8388607,8388607,-6413183,-2338122,8302871,-7155916,-5920144,8384287,1404598430.261,0
8388607,8388607,-6410521,-2333754,8301401,-7154007,-5915843,8382660,1404598430.27,0
8388607,8388607,-6413500,-2337664,8302637,-7155512,-5920310,8384026,1404598430.276,0
8388607,8388607,-6412449,-2336013,8302073,-7154783,-5918832,8383398,1404598430.281,0
8388607,8388607,-6412098,-2334747,8301773,-7154301,-5917630,8383049,1404598430.289,0
8388607,8388607,-6413526,-2336672,8302181,-7154801,-5919749,8383516,1404598430.296,0
8388607,8388607,-6412306,-2334206,8301698,-7154034,-5917232,8382956,1404598430.304,0
8388607,8388607,-6414222,-2336785,-4194304,8388607,8388607,-6414169,1404598430.31,0
8388607,8388607,-6412452,-2333919,8301533,-7153754,-5917407,8382766,1404598430.318,0
8388607,8388607,-6414885,-2336822,8302324,-7154712,-5920477,8383656,1404598430.325,0
8388607,8388607,-6413394,-2334351,8301630,-7153747,-5918375,8382852,1404598430.33,0
8388607,8388607,-6414806,-2335801,8302438,-7154604,-5920153,8383715,1404598430.338,0
8388607,8388607,-6415677,-2337036,8302741,-7154973,-5921519,8384051,1404598430.347,0
8388607,8388607,-6413631,-2333579,8301099,-7152957,-5917547,8382292,1404598430.354,0
8388607,8388607,-6416559,-2337401,8302529,-7154649,-5922110,8383839,1404598430.359,0
8388607,8388607,-6413891,-2333151,8301353,-7153042,-5917711,8382518,1404598430.367,0
8388607,8388607,-6415329,-2334917,8301885,-7153682,-5919602,8383111,1404598430.374,0
8388607,8388607,-6415984,-2335599,8302359,-7154152,-5920910,8383586,1404598430.38,0
8388607,8388607,-6415554,-2334256,8301902,-7153503,-5919482,8383087,1404598430.388,0
8388607,8388607,-6417064,-2336189,8302502,-7154204,-5921848,8383744,1404598430.396,0
8388607,8388607,-6415276,-2333443,8301484,-7152914,-5918814,8382639,1404598430.403,0
8388607,8388607,-6417591,-2336189,8302634,-7154241,-5922399,8383874,1404598430.409,0
8388607,8388607,-6416148,-2333709,8301818,-7153146,-5919746,8382971,1404598430.416,0
8388607,8388607,-6418199,-2335992,8302726,-7154172,-5922431,8383941,1404598430.424,0
8388607,8388607,-6417016,-2334132,8301979,-7153198,-5920387,8383131,1404598430.43,0
8388607,8388607,-6416419,-2332896,8301803,-7152884,-5919144,8382916,1404598430.437,0
8388607,8388607,-6419239,-2336701,8303219,-7154556,-5923589,8384447,1404598430.445,0
8388607,8388607,-6416787,-2332620,8301620,-7152546,-5919481,8382698,1404598430.452,0
8388607,8388607,-6419772,-2336609,8302947,-7154149,-5924039,8384156,1404598430.457,0
8388607,8388607,-6418407,-2334537,8302204,-7153201,-5922117,8383339,1404598430.465,0
8388607,8388607,-6418354,-2333726,8302156,-7153017,-5921348,8383269,1404598430.486,0
8388607,8388607,-6419641,-2335396,8302479,-7153406,-5922996,8383639,1404598430.489,0
8388607,8388607,-6418847,-2333593,8302153,-7152853,-5921212,8383249,1404598430.492,0
8388607,8388607,-6420805,-2336332,8303252,-7154152,-5924279,8384440,1404598430.495,0
8388607,8388607,-6418469,-2332713,8301723,-7152250,-5920685,8382781,1404598430.511,0
8388607,8388607,-6420813,-2335461,8302708,-7153402,-5924067,8383850,1404598430.514,0
8388607,8388607,-6419292,-2332936,8301817,-7152227,-5921423,8382857,1404598430.517,0
-4194304,8388607,8388607,-6421187,-2335088,8302772,-7153291,-5923887,1404598430.524,0
8388607,8388607,-6421748,-2335964,8303091,-7153642,-5924799,8384236,1404598430.53,0
8388607,8388607,-6419369,-2331919,8301984,-7152135,-5920761,8382988,1404598430.535,0
8388607,8388607,-6422230,-2335649,8303242,-7153652,-5925394,8384349,1404598430.543,0
8388607,8388607,-6419962,-2331872,8301708,-7151720,-5921192,8382689,1404598430.551,0
8388607,8388607,-6421596,-2333978,8302461,-7152611,-5923377,8383516,1404598430.559,0
8388607,8388607,-6421822,-2334211,8302886,-7152993,-5923953,8383939,1404598430.564,0
8388607,8388607,-6421492,-2333004,8302589,-7152521,-5923019,8383592,1404598430.572,0
8388607,8388607,-6422796,-2334595,8303150,-7153153,-5924949,8384194,1404598430.579,0
8388607,8388607,-6420993,-2331636,8302192,-7151916,-5922097,8383129,1404598430.584,0
8388607,8388607,-6423678,-2335064,8303403,-7153354,-5925908,8384459,1404598430.603,0
8388607,8388607,-6421826,-2332133,8302216,-7151841,-5922584,8383175,1404598430.606,0
