channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
465042,1974199,1498850,1506631,2028976,-469442,-359279,-8388608,1404857046.232,0
466864,1973961,1500291,1505890,2028820,-469312,-359406,-8388608,1404857046.239,0
461353,1973539,1497214,1505993,2028650,-470092,-359768,-8388608,1404857046.244,0
467489,1973353,1503379,1506043,2029309,-469082,-359936,-8388608,1404857046.252,0
458509,1973357,1494981,1505367,2028409,-470131,-359254,-8388608,1404857046.26,0
464721,1974089,1502848,1507089,2029923,-468504,-358969,-8388608,1404857046.265,0
464489,1974189,1502322,1507114,2030006,-468559,-358478,-8388608,1404857046.273,0
455311,1974134,1495753,1507108,2029421,-469710,-358511,-8388608,1404857046.277,0
462583,1974234,1503189,1507491,2030441,-468274,-358422,-8388608,1404857046.284,0
456106,1974012,1497204,1506688,2029731,-469381,-358203,-8388608,1404857046.292,0
457659,1974639,1501178,1507289,2030208,-468689,-358814,-8388608,1404857046.299,0
455319,1974443,1498662,1506494,2029447,-469081,-358552,-8388608,1404857046.305,0
453860,1974656,1499740,1506808,2029598,-469312,-359227,-8388608,1404857046.313,0
458308,1974419,1503894,1506939,2029980,-468552,-359234,-8388608,1404857046.318,0
447888,1973896,1494773,1505981,2028664,-470294,-359173,-8388608,1404857046.325,0
455709,1974086,1503641,1506762,2029613,-468830,-359636,-8388608,1404857046.333,0
452898,1973814,1500567,1506103,2029249,-469244,-359289,-8388608,1404857046.339,0
447468,1974210,1497582,1506571,2029189,-469550,-359191,-8388608,1404857046.346,0
452098,1973963,1501736,1506543,2029505,-468757,-358939,-8388608,1404857046.354,0
445221,1973766,1495736,1506143,2028948,-469584,-358708,-8388608,1404857046.358,0
450754,1974253,1502986,1507306,2030067,-468147,-358876,-8388608,1404857046.366,0
444120,1974308,1496570,1506291,2028958,-469297,-358825,-8388608,1404857046.371,0
441636,1974247,1495593,1506260,2028574,-469868,-359451,-8388608,1404857046.379,0
449728,1974646,1503674,1506774,2029618,-468347,-358971,-8388608,1404857046.387,0
439481,1974407,1495286,1506235,2028663,-470247,-359066,-8388608,1404857046.392,0
444425,1974614,1501032,1507144,2029518,-469252,-359152,-8388608,1404857046.401,0
442517,1974358,1498813,1506784,2029397,-469304,-358500,-8388608,1404857046.407,0
440761,1974144,1499507,1507218,2029624,-469082,-359092,-8388608,1404857046.412,0
445474,1974225,1503944,1507451,2030289,-468105,-358814,-8388608,1404857046.419,0
434644,1973798,1494533,1506511,2029298,-469847,-358553,-8388608,1404857046.429,0
442304,1973257,1503458,1506971,2029911,-468681,-359231,-8388608,1404857046.433,0
439791,1972926,1500595,1506149,2029274,-469251,-359173,-8388608,1404857046.44,0
434585,1973898,1497678,1506971,2029530,-469371,-358911,-8388608,1404857046.445,0
439613,1973985,1502233,1506809,2029568,-468585,-358809,-8388608,1404857046.452,0
432299,1974363,1497010,1506592,2029289,-469341,-359039,-8388608,1404857046.46,0
438005,1974459,1502907,1507023,2029820,-468419,-359255,-8388608,1404857046.466,0
432193,1974053,1497053,1506306,2028809,-469597,-358985,-8388608,1404857046.473,0
434731,1974396,1501563,1506951,2029014,-469164,-359826,-8388608,1404857046.482,0
437244,1974488,1503488,1506896,2029296,-468595,-359463,-8388608,1404857046.486,0
426876,1974116,1494880,1506189,2028433,-470049,-359339,-8388608,1404857046.493,0
435079,1974240,1503388,1506823,2029663,-468490,-359369,-8388608,1404857046.501,0
430099,1974314,1498526,1506333,2029038,-469214,-359055,-8388608,1404857046.506,0
428184,1973626,1498951,1506160,2028590,-469669,-359961,-8388608,1404857046.515,0
429929,1974467,1500048,1506394,2029289,-468584,-358737,-8388608,1404857046.522,0
424273,1974634,1495551,1506424,2028953,-469315,-358606,-8388608,1404857046.527,0
432268,1974894,1504523,1507136,2030071,-467856,-359094,-8388608,1404857046.534,0
423276,1974969,1496233,1506741,2029326,-469021,-358594,-8388608,1404857046.539,0
424240,1975312,1498497,1507522,2029853,-468468,-358746,-8388608,1404857046.546,0
429367,1975080,1503018,1507395,2030233,-467504,-358555,-8388608,1404857046.555,0
421424,1975144,1497276,1507328,2029799,-468374,-358521,-8388608,1404857046.56,0
427207,1975453,1503349,1507808,2030308,-467380,-358859,-8388608,1404857046.567,0
421458,1974944,1497556,1506448,2029111,-468699,-358825,-8388608,1404857046.575,0
424254,1975384,1502176,1507411,2030066,-468029,-358984,-8388608,1404857046.58,0
426865,1975238,1504231,1507268,2030288,-467720,-358864,-8388608,1404857046.587,0
416883,1974963,1495774,1506586,2029378,-469134,-358801,-8388608,1404857046.596,0
425861,1975480,1504914,1507746,2030390,-467204,-358714,-8388608,1404857046.601,0
415014,1975101,1495386,1506694,2029031,-469196,-358692,-8388608,1404857046.608,0
418551,1975464,1499983,1507217,2029632,-468562,-359112,-8388608,1404857046.613,0
420018,1975225,1500870,1506628,2029318,-468489,-358976,-8388608,1404857046.621,0
415219,1974711,1498414,1506279,2028804,-469547,-359504,-8388608,1404857046.628,0
421574,1975486,1504559,1507216,2030073,-467937,-359008,-8388608,1404857046.633,0
412252,1974679,1495755,1506330,2029121,-469514,-358692,-8388608,1404857046.641,0
418451,1974505,1503235,1506787,2030033,-468400,-359452,-8388608,1404857046.649,0
418052,1974719,1502244,1506627,2030044,-468287,-359139,-8388608,1404857046.654,0
410045,1974397,1496134,1506096,2029046,-469667,-359632,-8388608,1404857046.661,0
417166,1974579,1502642,1506418,2029634,-468551,-359590,-8388608,1404857046.669,0
410593,1974169,1496523,1505888,2028796,-469602,-359472,-8388608,1404857046.674,0
413198,1974214,1501005,1506653,2028978,-469053,-360089,-8388608,1404857046.682,0
410539,1974797,1498016,1506391,2028924,-469068,-359008,-8388608,1404857046.69,0
406303,1974713,1495134,1506349,2028526,-469767,-359208,-8388608,1404857046.695,0
415369,1975504,1504645,1507628,2029902,-467761,-358872,-8388608,1404857046.702,0
404795,1975169,1495298,1506497,2028607,-469566,-358793,-8388608,1404857046.707,0
408124,1975113,1499672,1507089,2029183,-468846,-358986,-8388608,1404857046.715,0
409670,1974731,1500611,1506429,2029131,-468529,-358878,-8388608,1404857046.723,0
405226,1974723,1498391,1506698,2029178,-468962,-359208,-8388608,1404857046.728,0
411123,1974745,1504043,1506874,2029831,-468037,-359282,-8388608,1404857046.735,0
402277,1974156,1495558,1505693,2028192,-469857,-359246,-8388608,1404857046.743,0
408612,1974273,1503018,1506527,2028793,-468792,-359887,-8388608,1404857046.749,0
401671,1974044,1495921,1505467,2027878,-469886,-359472,-8388608,1404857046.755,0
400479,1974543,1496138,1506323,2028236,-469604,-359343,-8388608,1404857046.764,0
408003,1974631,1503338,1506557,2029086,-468213,-359347,-8388608,1404857046.768,0
398664,1974831,1495683,1506504,2028708,-469271,-359107,-8388608,1404857046.776,0
404266,1975098,1501781,1507256,2029509,-468207,-359172,-8388608,1404857046.783,0
401506,1975151,1498502,1506809,2029070,-468840,-358529,-8388608,1404857046.788,0
401305,1975123,1500516,1507183,2029322,-468839,-359001,-8388608,1404857046.796,0
405927,1975409,1504636,1507537,2030036,-467781,-358634,-8388608,1404857046.801,0
395919,1974950,1495474,1506713,2028676,-469387,-358486,-8388608,1404857046.809,0
404659,1975180,1504550,1507759,2029869,-467636,-358623,-8388608,1404857046.817,0
401346,1975021,1500925,1507069,2029201,-468399,-358436,-8388608,1404857046.822,0
396226,1974736,1497869,1506354,2028227,-469589,-359379,-8388608,1404857046.829,0
400923,1974905,1501806,1506683,2029049,-468431,-358606,-8388608,1404857046.837,0
393966,1975059,1495633,1506244,2028355,-469442,-358578,-8388608,1404857046.842,0
400428,1975449,1503381,1507268,2029359,-467889,-358926,-8388608,1404857046.85,0
393584,1975073,1496534,1506432,2028292,-469320,-358642,-8388608,1404857046.857,0
392213,1975406,1496588,1507009,2028401,-469374,-358724,-8388608,1404857046.862,0
399880,1975557,1503926,1507346,2029117,-468159,-358742,-8388608,1404857046.87,0
390198,1975293,1495798,1506738,2027996,-469892,-358934,-8388608,1404857046.875,0
395547,1975640,1501702,1507720,2028966,-468801,-358814,-8388608,1404857046.882,0
393304,1975097,1498780,1506578,2028351,-469281,-358586,-8388608,1404857046.89,0
393119,1975533,1500539,1507014,2028910,-468942,-358777,-8388608,1404857046.896,0
392995,1975135,1499609,1506294,2028475,-469198,-358717,-8388608,1404857046.903,0
387491,1975191,1495219,1506182,2027994,-469964,-358793,-8388608,1404857046.911,0
395769,1975006,1504061,1506556,2028709,-468711,-359164,-8388608,1404857046.916,0
386526,1974683,1495246,1505381,2027270,-470490,-359140,-8388608,1404857046.923,0
388051,1974994,1497862,1506041,2027632,-469957,-359414,-8388608,1404857046.931,0
392909,1974949,1501761,1505984,2028114,-469081,-359132,-8388608,1404857046.936,0
386179,1974836,1496869,1505911,2027731,-469763,-359438,-8388608,1404857046.944,0
392151,1974559,1502766,1506136,2028128,-468918,-359817,-8388608,1404857046.951,0
385890,1974189,1496251,1505003,2027032,-470232,-359559,-8388608,1404857046.956,0
390063,1974904,1501908,1506228,2027973,-469217,-359742,-8388608,1404857046.964,0
392028,1975308,1503270,1506203,2028263,-468760,-359442,-8388608,1404857046.969,0
382198,1974628,1494914,1504856,2026891,-470679,-360122,-8388608,1404857046.976,0
391363,1975068,1503827,1505664,2028611,-468593,-359384,-8388608,1404857046.985,0
386139,1974840,1498504,1505099,2027961,-469527,-359199,-8388608,1404857046.99,0
385389,1974944,1499646,1505719,2027794,-469563,-359876,-8388608,1404857046.997,0
386377,1974696,1499651,1505330,2027773,-469419,-359382,-8388608,1404857047.005,0
380217,1974639,1494562,1504799,2026997,-470614,-359551,-8388608,1404857047.01,0
388666,1974956,1503525,1505699,2027886,-469104,-359817,-8388608,1404857047.017,0
379302,1974598,1494718,1504792,2026966,-470477,-359455,-8388608,1404857047.025,0
380555,1974784,1497276,1505567,2027551,-470025,-359597,-8388608,1404857047.031,0
385708,1974684,1501664,1505367,2027774,-469146,-359577,-8388608,1404857047.038,0
378378,1974686,1496203,1505694,2027186,-470060,-359670,-8388608,1404857047.043,0
385379,1974936,1502584,1505799,2028103,-468887,-359524,-8388608,1404857047.05,0
378744,1974689,1496406,1505279,2027373,-469894,-359249,-8388608,1404857047.058,0
382494,1974625,1501691,1506246,2028136,-468961,-359700,-8388608,1404857047.063,0
378386,1974072,1497016,1504983,2027264,-470009,-359431,-8388608,1404857047.071,0
374920,1974039,1494768,1504970,2027028,-470510,-359642,-8388608,1404857047.079,0
383766,1974204,1503363,1505369,2027736,-469141,-360011,-8388608,1404857047.084,0
373678,1974013,1494363,1504485,2026645,-470736,-359932,-8388608,1404857047.091,0
378376,1974873,1499870,1505964,2028244,-469122,-359471,-8388608,1404857047.099,0
379289,1974322,1499759,1504971,2027846,-469163,-359612,-8388608,1404857047.104,0
376338,1974966,1498729,1505820,2028309,-469097,-359092,-8388608,1404857047.112,0
381939,1974669,1503960,1505663,2028488,-468547,-359351,-8388608,1404857047.119,0
372624,1973958,1494961,1503973,2026703,-470684,-359841,-8388608,1404857047.125,0
379768,1974012,1503003,1504648,2027383,-469474,-360412,-8388608,1404857047.133,0
379072,1974021,1501646,1504378,2027183,-469435,-360167,-8388608,1404857047.137,0
371769,1974316,1496223,1504859,2026912,-470134,-360056,-8388608,1404857047.144,0
378875,1974841,1502780,1505632,2028053,-468498,-359566,-8388608,1404857047.153,0
372736,1975116,1496998,1505369,2027713,-469164,-359248,-8388608,1404857047.158,0
376356,1975287,1502068,1506295,2028592,-468212,-359477,-8388608,1404857047.166,0
372148,1974023,1497238,1504986,2027569,-469599,-359137,-8388608,1404857047.173,0
368139,1974189,1494543,1504947,2027172,-470213,-359500,-8388608,1404857047.178,0
376571,1973571,1502964,1505421,2027414,-469146,-360252,-8388608,1404857047.185,0
366577,1973384,1494084,1504446,2026394,-470715,-359992,-8388608,1404857047.193,0
376337,1974198,1504056,1505746,2027991,-468472,-359716,-8388608,1404857047.199,0
372657,1974066,1499863,1504981,2027364,-469183,-359482,-8388608,1404857047.206,0
369137,1973986,1498088,1505123,2026948,-469878,-359917,-8388608,1404857047.214,0
373200,1974306,1501028,1505344,2027503,-468934,-359012,-8388608,1404857047.218,0
366607,1974238,1495241,1504618,2026669,-470174,-359229,-8388608,1404857047.228,0
373687,1974637,1503204,1505633,2027627,-468845,-359755,-8388608,1404857047.231,0
366214,1974293,1495588,1504754,2026434,-470099,-359603,-8388608,1404857047.239,0
365604,1974664,1496196,1505513,2026581,-469939,-359871,-8388608,1404857047.247,0
373166,1975143,1503216,1506208,2027382,-468361,-359792,-8388608,1404857047.255,0
363878,1974681,1495436,1505413,2026136,-469962,-360577,-8388608,1404857047.264,0
369910,1974757,1501706,1506096,2027049,-468796,-360591,-8388608,1404857047.268,0
366238,1973562,1497255,1504636,2026290,-469923,-360156,-8388608,1404857047.271,0
367173,1974089,1499856,1505687,2027044,-469508,-359889,-8388608,1404857047.282,0
