4.5441 	EXP 	Set Window color=[ 0.  0.  0.] (rgb)
15.3537 	EXP 	New trial (rep=27, index=0): None
15.3690 	EXP 	GratingStim: autoDraw = False
15.3690 	EXP 	GratingStim: autoDraw = False
15.3690 	EXP 	GratingStim: autoDraw = False
15.3690 	EXP 	GratingStim: autoDraw = True
15.4190 	EXP 	GratingStim: autoDraw = False
15.4190 	EXP 	GratingStim: autoDraw = True
15.4373 	EXP 	New trial (rep=28, index=0): None
15.4525 	EXP 	GratingStim: autoDraw = False
15.4525 	EXP 	GratingStim: autoDraw = False
15.4525 	EXP 	GratingStim: autoDraw = False
15.4525 	EXP 	GratingStim: autoDraw = True
15.5025 	EXP 	GratingStim: autoDraw = False
15.5025 	EXP 	GratingStim: autoDraw = True
15.5222 	EXP 	New trial (rep=29, index=0): None
15.5366 	EXP 	GratingStim: autoDraw = False
15.5366 	EXP 	GratingStim: autoDraw = False
15.5366 	EXP 	GratingStim: autoDraw = False
15.5366 	EXP 	GratingStim: autoDraw = True
15.5860 	EXP 	GratingStim: autoDraw = False
15.5860 	EXP 	GratingStim: autoDraw = True
15.6114 	EXP 	New trial (rep=1, index=0): None
15.6231 	EXP 	GratingStim: autoDraw = False
15.6231 	EXP 	GratingStim: autoDraw = False
15.6231 	EXP 	GratingStim: autoDraw = False
15.6231 	EXP 	GratingStim: autoDraw = True
17.6065 	EXP 	Created sequence: sequential, trialTypes=1, nReps=30, seed=None
17.6096 	EXP 	New trial (rep=0, index=0): None
17.6230 	EXP 	GratingStim: autoDraw = False
17.6230 	EXP 	GratingStim: autoDraw = False
17.6230 	EXP 	GratingStim: autoDraw = True
17.6722 	EXP 	GratingStim: autoDraw = False
17.6722 	EXP 	GratingStim: autoDraw = True
17.6931 	EXP 	New trial (rep=1, index=0): None
17.7087 	EXP 	GratingStim: autoDraw = False
17.7087 	EXP 	GratingStim: autoDraw = False
17.7087 	EXP 	GratingStim: autoDraw = False
17.7087 	EXP 	GratingStim: autoDraw = True
17.7567 	EXP 	GratingStim: autoDraw = False
17.7567 	EXP 	GratingStim: autoDraw = True
17.7747 	EXP 	New trial (rep=2, index=0): None
17.7898 	EXP 	GratingStim: autoDraw = False
17.7898 	EXP 	GratingStim: autoDraw = False
17.7898 	EXP 	GratingStim: autoDraw = False
17.7898 	EXP 	GratingStim: autoDraw = True
17.8390 	EXP 	GratingStim: autoDraw = False
17.8390 	EXP 	GratingStim: autoDraw = True
17.8567 	EXP 	New trial (rep=3, index=0): None
17.8756 	EXP 	GratingStim: autoDraw = False
17.8756 	EXP 	GratingStim: autoDraw = False
17.8756 	EXP 	GratingStim: autoDraw = False
17.8756 	EXP 	GratingStim: autoDraw = True
17.9225 	EXP 	GratingStim: autoDraw = False
17.9225 	EXP 	GratingStim: autoDraw = True
17.9405 	EXP 	New trial (rep=4, index=0): None
17.9577 	EXP 	GratingStim: autoDraw = False
17.9577 	EXP 	GratingStim: autoDraw = False
17.9577 	EXP 	GratingStim: autoDraw = False
17.9577 	EXP 	GratingStim: autoDraw = True
18.0069 	EXP 	GratingStim: autoDraw = False
18.0069 	EXP 	GratingStim: autoDraw = True
18.0237 	EXP 	New trial (rep=5, index=0): None
18.0394 	EXP 	GratingStim: autoDraw = False
18.0394 	EXP 	GratingStim: autoDraw = False
18.0394 	EXP 	GratingStim: autoDraw = False
18.0394 	EXP 	GratingStim: autoDraw = True
18.0931 	EXP 	GratingStim: autoDraw = False
18.0931 	EXP 	GratingStim: autoDraw = True
18.1075 	EXP 	New trial (rep=6, index=0): None
18.1228 	EXP 	GratingStim: autoDraw = False
18.1228 	EXP 	GratingStim: autoDraw = False
18.1228 	EXP 	GratingStim: autoDraw = False
18.1228 	EXP 	GratingStim: autoDraw = True
18.1746 	EXP 	GratingStim: autoDraw = False
18.1746 	EXP 	GratingStim: autoDraw = True
18.1916 	EXP 	New trial (rep=7, index=0): None
18.2079 	EXP 	GratingStim: autoDraw = False
18.2079 	EXP 	GratingStim: autoDraw = False
18.2079 	EXP 	GratingStim: autoDraw = False
18.2079 	EXP 	GratingStim: autoDraw = True
18.2568 	EXP 	GratingStim: autoDraw = False
18.2568 	EXP 	GratingStim: autoDraw = True
18.2741 	EXP 	New trial (rep=8, index=0): None
18.2899 	EXP 	GratingStim: autoDraw = False
18.2899 	EXP 	GratingStim: autoDraw = False
18.2899 	EXP 	GratingStim: autoDraw = False
18.2899 	EXP 	GratingStim: autoDraw = True
18.3398 	EXP 	GratingStim: autoDraw = False
18.3398 	EXP 	GratingStim: autoDraw = True
18.3580 	EXP 	New trial (rep=9, index=0): None
18.3731 	EXP 	GratingStim: autoDraw = False
18.3731 	EXP 	GratingStim: autoDraw = False
18.3731 	EXP 	GratingStim: autoDraw = False
18.3731 	EXP 	GratingStim: autoDraw = True
18.4248 	EXP 	GratingStim: autoDraw = False
18.4248 	EXP 	GratingStim: autoDraw = True
18.4416 	EXP 	New trial (rep=10, index=0): None
18.4578 	EXP 	GratingStim: autoDraw = False
18.4578 	EXP 	GratingStim: autoDraw = False
18.4578 	EXP 	GratingStim: autoDraw = False
18.4578 	EXP 	GratingStim: autoDraw = True
18.5066 	EXP 	GratingStim: autoDraw = False
18.5066 	EXP 	GratingStim: autoDraw = True
18.5276 	EXP 	New trial (rep=11, index=0): None
18.5400 	EXP 	GratingStim: autoDraw = False
18.5400 	EXP 	GratingStim: autoDraw = False
18.5400 	EXP 	GratingStim: autoDraw = False
18.5400 	EXP 	GratingStim: autoDraw = True
18.5936 	EXP 	GratingStim: autoDraw = False
18.5936 	EXP 	GratingStim: autoDraw = True
18.6092 	EXP 	New trial (rep=12, index=0): None
18.6235 	EXP 	GratingStim: autoDraw = False
18.6235 	EXP 	GratingStim: autoDraw = False
18.6235 	EXP 	GratingStim: autoDraw = False
18.6235 	EXP 	GratingStim: autoDraw = True
18.6746 	EXP 	GratingStim: autoDraw = False
18.6746 	EXP 	GratingStim: autoDraw = True
18.6921 	EXP 	New trial (rep=13, index=0): None
18.7069 	EXP 	GratingStim: autoDraw = False
18.7069 	EXP 	GratingStim: autoDraw = False
18.7069 	EXP 	GratingStim: autoDraw = False
18.7069 	EXP 	GratingStim: autoDraw = True
18.7570 	EXP 	GratingStim: autoDraw = False
18.7570 	EXP 	GratingStim: autoDraw = True
18.7750 	EXP 	New trial (rep=14, index=0): None
18.7938 	EXP 	GratingStim: autoDraw = False
18.7938 	EXP 	GratingStim: autoDraw = False
18.7938 	EXP 	GratingStim: autoDraw = False
18.7938 	EXP 	GratingStim: autoDraw = True
18.8437 	EXP 	GratingStim: autoDraw = False
18.8437 	EXP 	GratingStim: autoDraw = True
18.8597 	EXP 	New trial (rep=15, index=0): None
18.8746 	EXP 	GratingStim: autoDraw = False
18.8746 	EXP 	GratingStim: autoDraw = False
18.8746 	EXP 	GratingStim: autoDraw = False
18.8746 	EXP 	GratingStim: autoDraw = True
18.9246 	EXP 	GratingStim: autoDraw = False
18.9246 	EXP 	GratingStim: autoDraw = True
18.9411 	DATA 	Keypress: escape
